locus_tag,old_locus_tag,start,end,Product,Length
SARO_RS20155,Saro_1194,1240311,1241567,CHRD domain-containing protein,1256
SARO_RS05970,Saro_1195,1242494,1243708,argininosuccinate synthase,1214
SARO_RS05975,Saro_1196,1243805,1245124,hypothetical protein,1319
SARO_RS05980,Saro_1197,1245211,1246557,aldehyde dehydrogenase,1346
SARO_RS05985,Saro_1198,1246715,1247386,phosphoglycolate phosphatase,671
SARO_RS05990,Saro_1199,1247448,1248821,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,1373
SARO_RS05995,Saro_1200,1248898,1249146,CopG family transcriptional regulator,248
SARO_RS06000,Saro_1201,1249150,1249515,PIN domain-containing protein,365
SARO_RS06005,Saro_1202,1249534,1251357,glutamine--fructose-6-phosphate transaminase (isomerizing),1823
SARO_RS06010,Saro_1203,1251369,1251824,tRNA (cytidine(34)-2'-O)-methyltransferase,455
SARO_RS06020,Saro_1204,1252074,1252859,sulfite exporter TauE/SafE family protein,785
SARO_RS06025,Saro_1205,1252859,1253782,MBL fold metallo-hydrolase,923
SARO_RS06030,Saro_1206,1253908,1254222,transcriptional regulator,314
SARO_RS06035,Saro_1207,1254345,1254989,twin-arginine translocation pathway signal protein,644
SARO_RS06040,Saro_1208,1255008,1256687,GMC family oxidoreductase,1679
SARO_RS06045,Saro_1209,1256692,1258152,MFS transporter,1460
SARO_RS06050,Saro_1210,1258216,1258803,HD domain-containing protein,587
SARO_RS06055,Saro_1211,1258874,1260457,fatty acid--CoA ligase,1583
SARO_RS20160,Saro_1212,1260614,1261603,DUF4402 domain-containing protein,989
SARO_RS06065,Saro_1213,1261600,1264326,hypothetical protein,2726
SARO_RS06070,Saro_1214,1264328,1265212,hypothetical protein,884
SARO_RS06075,Saro_1215,1265224,1265649,hypothetical protein,425
SARO_RS06080,Saro_1216,1265710,1266237,DUF4402 domain-containing protein,527
SARO_RS06085,Saro_1217,1266836,1267111,HU family DNA-binding protein,275
SARO_RS06090,Saro_1218,1267442,1268650,efflux RND transporter periplasmic adaptor subunit,1208
SARO_RS06095,Saro_1219,1268657,1271791,multidrug efflux RND transporter permease subunit,3134
SARO_RS06100,Saro_1220,1271788,1273191,RND transporter,1403
SARO_RS06105,Saro_1221,1273185,1274351,acyl-CoA dehydrogenase,1166
SARO_RS06110,Saro_1222,1274354,1275568,acetyl-CoA C-acyltransferase,1214
SARO_RS06115,Saro_1223,1275620,1276849,L-carnitine dehydratase,1229
SARO_RS06120,Saro_1224,1276877,1278061,acyl-CoA dehydrogenase,1184
SARO_RS06125,Saro_1225,1278073,1278990,KR domain-containing protein,917
SARO_RS06130,Saro_1226,1279093,1279842,IclR family transcriptional regulator,749
SARO_RS06135,Saro_1227,1279961,1280869,LysR family transcriptional regulator,908
SARO_RS06140,Saro_1228,1280878,1281339,PaaI family thioesterase,461
SARO_RS06145,Saro_1229,1281400,1282368,FAD-dependent oxidoreductase,968
SARO_RS06150,Saro_1230,1282400,1282996,GTP cyclohydrolase I FolE,596
SARO_RS06155,Saro_1231,1283176,1283751,PAS domain-containing protein,575
SARO_RS06160,NA,1283767,1284681,sensor histidine kinase,914
SARO_RS06165,NA,1284926,1285297,hypothetical protein,371
SARO_RS06170,NA,1285483,1285884,protocatechuate 3%2C4-dioxygenase,401
SARO_RS06175,Saro_1234,1285884,1286726,protocatechuate 3%2C4-dioxygenase subunit beta,842
SARO_RS06180,Saro_1235,1286812,1287213,hypothetical protein,401
SARO_RS06185,Saro_1236,1287299,1287925,DNA-binding response regulator,626
SARO_RS06190,Saro_1237,1287922,1289529,sensor histidine kinase,1607
SARO_RS06195,Saro_1238,1289802,1290305,LuxR family transcriptional regulator,503
SARO_RS06205,Saro_1240,1290802,1291248,hypothetical protein,446
SARO_RS06210,NA,1291310,1291828,MarR family transcriptional regulator,518
SARO_RS06215,NA,1291870,1292307,energy transducer TonB,437
SARO_RS20165,NA,1292291,1292533,hypothetical protein,242
SARO_RS06220,NA,1292818,1293135,hypothetical protein,317
SARO_RS06225,Saro_1244,1293513,1293884,30S ribosomal protein S12,371
SARO_RS06230,Saro_1245,1293986,1294456,30S ribosomal protein S7,470
SARO_RS06235,Saro_1246,1294541,1296613,elongation factor G,2072
SARO_RS06240,Saro_1247,1296706,1297896,elongation factor Tu,1190
SARO_RS06245,Saro_1248,1298066,1298377,30S ribosomal protein S10,311
SARO_RS06250,Saro_1249,1298719,1299474,50S ribosomal protein L3,755
SARO_RS06255,Saro_1250,1299478,1300101,50S ribosomal protein L4,623
SARO_RS06260,Saro_1251,1300094,1300396,50S ribosomal protein L23,302
SARO_RS06265,Saro_1252,1300406,1301242,50S ribosomal protein L2,836
SARO_RS06270,Saro_1253,1301249,1301527,30S ribosomal protein S19,278
SARO_RS06275,Saro_1254,1301527,1301904,50S ribosomal protein L22,377
SARO_RS06280,Saro_1255,1301907,1302602,30S ribosomal protein S3,695
SARO_RS06285,Saro_1256,1302625,1303059,50S ribosomal protein L16,434
SARO_RS06290,Saro_1257,1303070,1303276,50S ribosomal protein L29,206
SARO_RS06295,Saro_1258,1303287,1303556,30S ribosomal protein S17,269
SARO_RS06300,Saro_1259,1303671,1304039,50S ribosomal protein L14,368
SARO_RS06305,Saro_1260,1304039,1304356,50S ribosomal protein L24,317
SARO_RS06310,Saro_1261,1304349,1304930,50S ribosomal protein L5,581
SARO_RS06315,Saro_1262,1304959,1305264,30S ribosomal protein S14,305
SARO_RS06320,Saro_1263,1305275,1305670,30S ribosomal protein S8,395
SARO_RS06325,Saro_1264,1305670,1306203,50S ribosomal protein L6,533
SARO_RS06330,Saro_1265,1306203,1306553,50S ribosomal protein L18,350
SARO_RS06335,Saro_1266,1306556,1307269,30S ribosomal protein S5,713
SARO_RS06340,Saro_1267,1307276,1307452,50S ribosomal protein L30,176
SARO_RS06345,Saro_1268,1307618,1308133,50S ribosomal protein L15,515
SARO_RS06350,Saro_1269,1308286,1309653,preprotein translocase subunit SecY,1367
SARO_RS06355,Saro_1270,1309682,1310332,adenylate kinase,650
SARO_RS06360,Saro_1271,1310380,1311117,hypothetical protein,737
SARO_RS06365,Saro_1272,1311265,1312620,NADP-specific glutamate dehydrogenase,1355
SARO_RS06370,Saro_1273,1312675,1313022,hypothetical protein,347
SARO_RS06375,Saro_1274,1313066,1313875,DNA-binding response regulator,809
SARO_RS06380,Saro_1275,1314279,1315349,recombinase RecA,1070
SARO_RS06385,Saro_1276,1315537,1316163,glutathione S-transferase,626
SARO_RS06390,Saro_1277,1316192,1318252,elongation factor G,2060
SARO_RS06395,Saro_1278,1318409,1319236,methyltransferase domain-containing protein,827
SARO_RS06400,Saro_1279,1319280,1321925,alanine--tRNA ligase,2645
SARO_RS06405,Saro_1281,1322145,1323929,sodium/hydrogen exchanger,1784
SARO_RS06410,Saro_1282,1324213,1325436,isocitrate dehydrogenase (NADP(+)),1223
SARO_RS06415,Saro_1283,1325623,1326387,enoyl-CoA hydratase,764
SARO_RS06420,Saro_1284,1326432,1327220,3-deoxy-manno-octulosonate cytidylyltransferase,788
SARO_RS06425,Saro_1285,1327217,1328431,capsular polysaccharide biosynthesis protein,1214
SARO_RS06430,Saro_1286,1328422,1329735,capsule polysaccharide biosynthesis,1313
SARO_RS06440,Saro_1287,1330047,1330430,response regulator,383
SARO_RS06445,Saro_1288,1330582,1331544,N-formylglutamate amidohydrolase,962
SARO_RS06450,Saro_1289,1331879,1332658,multidrug transporter,779
SARO_RS06455,Saro_1290,1332757,1334175,FAD-binding oxidoreductase,1418
SARO_RS06460,Saro_1291,1334341,1334913,hypothetical protein,572
SARO_RS06465,Saro_1292,1335055,1336449,ATP-dependent helicase,1394
SARO_RS06470,Saro_1293,1336587,1338884,DNA helicase II,2297
SARO_RS06475,Saro_1294,1339044,1339685,hypothetical protein,641
SARO_RS06480,Saro_1295,1339901,1341172,MFS transporter,1271
SARO_RS06485,Saro_1296,1341179,1341721,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,542
SARO_RS06490,Saro_1297,1341718,1342602,ribosomal large subunit pseudouridine synthase B,884
SARO_RS06495,Saro_1298,1342714,1344042,MFS transporter,1328
SARO_RS06500,Saro_1299,1344074,1345381,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,1307
SARO_RS06505,Saro_1300,1345413,1346264,acetyl-CoA carboxylase carboxyl transferase subunit beta,851
SARO_RS06510,Saro_1301,1346261,1347061,tryptophan synthase subunit alpha,800
SARO_RS06515,Saro_1302,1347061,1348275,tryptophan synthase subunit beta,1214
SARO_RS06520,Saro_1303,1348647,1349204,porin family protein,557
SARO_RS06525,Saro_1304,1349308,1349997,phosphoribosylanthranilate isomerase,689
SARO_RS06530,Saro_1305,1350010,1350765,SIMPL domain-containing protein,755
SARO_RS06535,Saro_1306,1350835,1351335,N-acetyltransferase,500
SARO_RS06540,Saro_1307,1351343,1352017,orotidine-5'-phosphate decarboxylase,674
SARO_RS06545,Saro_1308,1352014,1352343,DUF1049 domain-containing protein,329
SARO_RS06550,Saro_1309,1352436,1353752,adenylosuccinate lyase,1316
SARO_RS20170,Saro_1310,1353867,1355732,acyltransferase,1865
SARO_RS20580,NA,1355903,1356028,entericidin%2C EcnA/B family,125
SARO_RS06560,Saro_1311,1356054,1356791,DNA repair protein RadC,737
SARO_RS06565,Saro_1312,1356877,1360107,hypothetical protein,3230
SARO_RS06570,Saro_1313,1360155,1360361,YnbE family lipoprotein,206
SARO_RS06575,Saro_1314,1360406,1360789,DUF1318 domain-containing protein,383
SARO_RS06580,Saro_1315,1360997,1361317,F0F1 ATP synthase assembly protein I,320
SARO_RS06585,Saro_1316,1361358,1362140,ATP synthase subunit A,782
SARO_RS06590,Saro_1317,1362189,1362416,F0F1 ATP synthase subunit C,227
SARO_RS06595,Saro_1318,1362491,1362985,H+-transporting two-sector ATPase subunit B/B',494
SARO_RS06600,Saro_1319,1362978,1363532,ATP synthase subunit B,554
SARO_RS06605,Saro_1320,1363722,1364708,LacI family transcriptional regulator,986
SARO_RS06610,Saro_1321,1364792,1365556,hydroxyacylglutathione hydrolase,764
SARO_RS06615,Saro_1322,1365649,1367349,30S ribosomal protein S1,1700
SARO_RS06620,Saro_1324,1368133,1368759,(d)CMP kinase,626
SARO_RS06625,Saro_1325,1368756,1369010,hypothetical protein,254
SARO_RS06630,Saro_1326,1369010,1370335,3-phosphoshikimate 1-carboxyvinyltransferase,1325
SARO_RS06635,Saro_1327,1370546,1370863,TIGR02300 family protein,317
SARO_RS06645,Saro_1328,1371271,1371876,hypothetical protein,605
SARO_RS06650,Saro_1329,1371876,1372580,hypothetical protein,704
SARO_RS06655,Saro_1330,1372662,1373597,isopenicillin N synthase family oxygenase,935
SARO_RS06660,Saro_1331,1373662,1374105,EVE domain-containing protein,443
SARO_RS06665,Saro_1332,1374166,1374348,CsbD family protein,182
SARO_RS06670,NA,1374493,1374774,hypothetical protein,281
SARO_RS06675,Saro_1334,1374764,1376086,MFS transporter,1322
SARO_RS06680,Saro_1335,1376224,1376817,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,593
SARO_RS06685,Saro_1336,1376843,1377739,hydrogen peroxide-inducible genes activator,896
SARO_RS06690,Saro_1337,1377746,1378963,ribonuclease D,1217
SARO_RS06695,Saro_1338,1379139,1380920,aspartate--tRNA(Asp/Asn) ligase,1781
SARO_RS06700,Saro_1339,1381048,1381284,acyl carrier protein,236
SARO_RS06705,Saro_1340,1381416,1382678,beta-ketoacyl-[acyl-carrier-protein] synthase II,1262
SARO_RS06710,Saro_1341,1382689,1383666,endolytic transglycosylase MltG,977
SARO_RS06715,Saro_1342,1383792,1384439,hypothetical protein,647
SARO_RS06720,Saro_1343,1384495,1385775,adenosylmethionine--8-amino-7-oxononanoate transaminase,1280
SARO_RS20175,Saro_1344,1386230,1388293,hypothetical protein,2063
SARO_RS06735,Saro_1345,1388322,1389089,CPBP family intramembrane metalloprotease,767
SARO_RS06740,Saro_1346,1389434,1389961,(2Fe-2S)-binding protein,527
SARO_RS06745,Saro_1347,1389958,1392267,twin-arginine translocation pathway signal protein,2309
SARO_RS06750,Saro_1348,1392290,1394167,ABC transporter ATP-binding protein,1877
SARO_RS06760,Saro_1349,1394446,1395423,WalW protein,977
SARO_RS06765,Saro_1350,1395459,1397264,sensor histidine kinase,1805
SARO_RS06770,Saro_1351,1397513,1397980,Lrp/AsnC family transcriptional regulator,467
SARO_RS06775,Saro_1352,1398014,1398304,chorismate mutase,290
SARO_RS06780,Saro_1353,1398395,1399408,polyprenyl synthetase family protein,1013
SARO_RS06785,Saro_1354,1399440,1400456,aldo/keto reductase,1016
SARO_RS06790,Saro_1355,1400714,1403167,ATP-dependent helicase HrpB,2453
SARO_RS06795,Saro_1356,1403216,1403494,ETC complex I subunit region,278
SARO_RS06800,Saro_1357,1403760,1405649,DNA polymerase III subunit gamma/tau,1889
SARO_RS06805,Saro_1358,1405646,1405981,nucleoid-associated protein%2C YbaB/EbfC family,335
SARO_RS06810,Saro_1359,1406339,1407109,hypothetical protein,770
SARO_RS06815,Saro_1360,1407116,1408129,hypothetical protein,1013
SARO_RS06820,Saro_1361,1408383,1410788,endopeptidase La,2405
SARO_RS06825,Saro_1362,1410990,1411262,HU family DNA-binding protein,272
SARO_RS06830,Saro_1363,1411377,1412237,hypothetical protein,860
SARO_RS06835,Saro_1364,1412258,1413073,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,815
SARO_RS06845,Saro_1365,1413413,1414267,alpha/beta hydrolase,854
SARO_RS06850,Saro_1366,1414316,1415065,phosphatidylserine decarboxylase family protein,749
SARO_RS06855,Saro_1367,1415131,1415904,phosphatidylcholine/phosphatidylserine synthase,773
SARO_RS06860,Saro_1368,1415852,1416130,hypothetical protein,278
SARO_RS06865,Saro_1369,1416528,1417283,30S ribosomal protein S2,755
SARO_RS06870,Saro_1370,1417409,1418335,elongation factor Ts,926
SARO_RS06875,Saro_1371,1418481,1419215,UMP kinase,734
SARO_RS06880,Saro_1372,1419217,1419774,ribosome-recycling factor,557
SARO_RS06885,Saro_1373,1419771,1420481,di-trans%2Cpoly-cis-decaprenylcistransferase,710
SARO_RS06890,Saro_1374,1420372,1421217,hypothetical protein,845
SARO_RS06895,Saro_1375,1421222,1422379,1-deoxy-D-xylulose-5-phosphate reductoisomerase,1157
SARO_RS06900,Saro_1376,1422432,1423514,RIP metalloprotease RseP,1082
SARO_RS06905,Saro_1377,1423743,1426460,outer membrane protein assembly factor BamA,2717
SARO_RS06910,Saro_1378,1426460,1427143,membrane protein,683
SARO_RS06915,Saro_1379,1427166,1427642,beta-hydroxyacyl-ACP dehydratase,476
SARO_RS06920,Saro_1380,1427743,1427967,50S ribosomal protein L31,224
SARO_RS06925,Saro_1381,1428104,1428544,MarR family transcriptional regulator,440
SARO_RS06930,Saro_1382,1428555,1429190,oxygenase,635
SARO_RS06935,Saro_1383,1429189,1429749,type II secretion system protein GspH,560
SARO_RS06940,Saro_1384,1429739,1430173,type II secretion system protein GspI,434
SARO_RS06945,Saro_1385,1430170,1430766,type II secretion system protein GspJ,596
SARO_RS06950,Saro_1386,1430763,1431749,general secretion pathway protein GspK,986
SARO_RS06960,Saro_1387,1432097,1432825,transcriptional regulator,728
SARO_RS06965,Saro_1389,1432970,1433440,cytochrome c-type biogenesis protein CcmE,470
SARO_RS06970,Saro_1390,1433437,1435404,heme lyase CcmF/NrfE family subunit,1967
SARO_RS06975,Saro_1391,1435401,1435952,DsbE family thiol:disulfide interchange protein,551
SARO_RS06980,Saro_1392,1435949,1436389,cytochrome c-type biogenesis protein CcmH,440
SARO_RS06985,Saro_1393,1436386,1437084,tetratricopeptide repeat protein,698
SARO_RS06990,Saro_1394,1437381,1439198,potassium transporter Kup,1817
SARO_RS20180,Saro_1395,1439122,1440267,PAS domain S-box protein,1145
SARO_RS07000,Saro_1396,1440213,1440617,response regulator,404
SARO_RS20585,Saro_1397,1440684,1440989,hypothetical protein,305
SARO_RS07010,Saro_1398,1441218,1441790,membrane protein,572
SARO_RS07015,Saro_1399,1441908,1442567,septation protein A,659
SARO_RS07020,Saro_1400,1442564,1443490,signal recognition particle-docking protein FtsY,926
SARO_RS07025,Saro_1401,1443487,1444683,MiaB/RimO family radical SAM methylthiotransferase,1196
SARO_RS07030,Saro_1402,1444680,1445489,diaminopimelate epimerase,809
SARO_RS07035,Saro_1403,1445564,1447267,GGDEF-domain containing protein,1703
SARO_RS07040,Saro_1404,1447540,1449015,signal recognition particle protein,1475
SARO_RS07045,Saro_1405,1449064,1449501,30S ribosomal protein S16,437
SARO_RS07050,Saro_1406,1449501,1450004,16S rRNA processing protein RimM,503
SARO_RS07055,Saro_1407,1450001,1450741,tRNA (guanosine(37)-N1)-methyltransferase TrmD,740
SARO_RS07060,Saro_1408,1450745,1451113,50S ribosomal protein L19,368
SARO_RS07065,Saro_1409,1451278,1453542,S9 family peptidase,2264
SARO_RS07070,Saro_1410,1453782,1454807,aspartate-semialdehyde dehydrogenase,1025
SARO_RS07075,Saro_1411,1454816,1455571,alpha/beta hydrolase,755
SARO_RS07080,Saro_1412,1455670,1456146,YbjN domain-containing protein,476
SARO_RS07085,Saro_1413,1456240,1457676,AMP nucleosidase,1436
SARO_RS07090,Saro_1414,1457796,1458395,50S ribosomal protein L9,599
SARO_RS07095,Saro_1415,1458408,1458632,30S ribosomal protein S18,224
SARO_RS07100,Saro_1416,1458636,1458998,30S ribosomal protein S6,362
SARO_RS07105,Saro_1417,1459207,1459983,enoyl-CoA hydratase,776
SARO_RS07110,Saro_1418,1460006,1460431,hypothetical protein,425
SARO_RS20190,Saro_1419,1460403,1461563,acyltransferase,1160
SARO_RS07120,Saro_1420,1461592,1461879,antibiotic biosynthesis monooxygenase,287
SARO_RS07125,Saro_1421,1462057,1464231,GGDEF domain-containing protein,2174
SARO_RS07130,Saro_1422,1464323,1465267,DUF808 domain-containing protein,944
SARO_RS07135,NA,1465280,1465645,PilZ domain-containing protein,365
SARO_RS07140,Saro_1424,1465845,1466378,N-acetyltransferase,533
SARO_RS07145,Saro_1425,1466398,1467825,UDP-N-acetylmuramate--alanine ligase,1427
SARO_RS07150,Saro_1426,1467912,1468733,LD-carboxypeptidase,821
SARO_RS07155,Saro_1427,1468791,1469726,[acyl-carrier-protein] S-malonyltransferase,935
SARO_RS07160,Saro_1428,1469732,1470496,3-oxoacyl-[acyl-carrier-protein] reductase,764
SARO_RS07165,Saro_1429,1470682,1471809,DNA polymerase III subunit beta,1127
SARO_RS07170,Saro_1430,1471981,1473426,globin-coupled sensor protein,1445
SARO_RS07175,Saro_1431,1473435,1474448,NAD(P)-dependent alcohol dehydrogenase,1013
SARO_RS07180,Saro_1432,1474448,1476196,D-aminoacylase,1748
SARO_RS07185,Saro_1433,1476300,1477604,pyridine nucleotide-disulfide oxidoreductase,1304
SARO_RS07190,Saro_1434,1477676,1478461,alpha/beta hydrolase,785
SARO_RS07195,Saro_1435,1478581,1481271,PAS domain S-box protein,2690
SARO_RS07200,Saro_1436,1481281,1482534,radical SAM protein,1253
SARO_RS07205,Saro_1437,1482804,1483475,porin family protein,671
SARO_RS07210,Saro_1438,1483542,1484039,hypothetical protein,497
SARO_RS07215,Saro_1439,1484036,1484230,DUF4169 domain-containing protein,194
SARO_RS07220,Saro_1440,1484230,1484859,phosphoglycerate mutase family protein,629
SARO_RS07225,Saro_1441,1484877,1485362,transcription elongation factor GreB,485
SARO_RS07230,Saro_1442,1485464,1487482,transglycosylase,2018
SARO_RS07235,Saro_1443,1487581,1488471,4-hydroxy-tetrahydrodipicolinate synthase,890
SARO_RS07240,Saro_1444,1488542,1489024,SsrA-binding protein,482
SARO_RS07245,Saro_1445,1489133,1489693,DUF2062 domain-containing protein,560
SARO_RS07250,Saro_1446,1489693,1492128,hybrid sensor histidine kinase/response regulator,2435
SARO_RS07255,Saro_1447,1492505,1492810,DUF1905 domain-containing protein,305
SARO_RS07260,Saro_1448,1492815,1493807,peptidylprolyl isomerase,992
SARO_RS07270,Saro_1449,1494442,1496010,recombinase family protein,1568
SARO_RS07275,Saro_1450,1496007,1496474,DUF2924 domain-containing protein,467
SARO_RS20590,Saro_1451,1496474,1496884,DUF3489 domain-containing protein,410
SARO_RS07285,Saro_1452,1497036,1498343,DNA methylase N-4,1307
SARO_RS20195,Saro_1453,1498340,1498870,hypothetical protein,530
SARO_RS07295,Saro_1454,1498867,1499457,hypothetical protein,590
SARO_RS07310,Saro_1457,1500151,1501404,IS21 family transposase,1253
SARO_RS07315,Saro_1458,1501401,1502258,ATPase AAA,857
SARO_RS07330,Saro_1461,1503407,1503913,nuclear transport factor 2 family protein,506
SARO_RS07335,Saro_1462,1503934,1504452,flavin reductase,518
